FlowCount,MinDuration,MaxDuration,MeanDuration,Variance,StdDeviation,TotalDuration,SumPackets,Rate,Entropy,Type
114,54,2616,271.64912280701753,78922.71899045861,280.9318760668832,30968,384,12.8,0.7235150360350454,attack
91,54,654,202.63736263736263,8183.9893732641,90.46540428950782,18440,309,10.3,0.649672646068779,attack
132,54,2825,259.1818181818182,117963.34573002755,343.45792424986723,34212,486,16.2,0.6708087295021414,attack
112,54,1078,227.91071428571428,16764.65274234694,129.47838716305876,25526,400,13.333333333333334,0.7403316262412499,attack
62,66,513,192.82258064516128,7157.694328824142,84.60315791283527,11955,190,6.333333333333333,0.5620556130738437,attack
130,54,916,200.87692307692308,11830.23100591716,108.76686538609614,26114,425,14.166666666666666,0.593072891967864,attack
144,54,678,266.40972222222223,13848.825183256173,117.68103153548653,38363,574,19.133333333333333,0.6800981468052936,attack
124,54,1083,261.9596774193548,36929.522567637876,192.17055593310303,32483,434,14.466666666666667,0.7603490359043683,attack
284,54,2009,406.21478873239437,78774.52076720889,280.6679902789217,115365,1276,42.53333333333333,0.7999544101460675,attack
132,58,654,242.71212121212122,17658.96258034894,132.88702939094145,32038,487,16.233333333333334,0.7381606484221462,attack
88,66,1823,211.75,60156.77840909091,245.26878808582822,18634,280,9.333333333333334,0.5029292121283468,attack
81,54,495,194.09876543209876,6551.718640451151,80.94268738095586,15722,250,8.333333333333334,0.5631628251693623,attack
188,66,956,267.98936170212767,19472.510525124493,139.5439376150913,50382,764,25.466666666666665,0.7723865996649286,attack
110,54,505,184.4181818181818,4694.461487603306,68.51614034374168,20286,344,11.466666666666667,0.49305082314010873,attack
17,98,610,221.7058823529412,16540.913494809687,128.61148274866318,3769,54,1.8,0.6078257577075881,attack
160,54,10121,301.1375,618791.7060937501,786.6331458143308,48182,695,23.166666666666668,0.6697133038923122,attack
289,54,1431,317.52941176470586,57955.01038062284,240.73846884248235,91766,1185,39.5,0.8095292611551679,attack
202,54,944,254.51980198019803,16717.76445936673,129.29719432132597,51413,749,24.966666666666665,0.682365752017659,attack
148,54,546,171.08783783783784,6649.012554784513,81.54147751165975,25321,427,14.233333333333333,0.6856334971158142,attack
133,54,899,223.45112781954887,16626.458137825764,128.94362387425662,29719,452,15.066666666666666,0.5449111902683335,attack
96,54,654,226.98958333333334,11073.593641493053,105.23114387619785,21791,325,10.833333333333334,0.66367501071616,attack
70,66,444,184.94285714285715,5776.768163265306,76.00505353767804,12946,211,7.033333333333333,0.5128439348033353,attack
170,54,1019,227.4,18633.240000000005,136.50362632545702,38658,614,20.466666666666665,0.7031997569026844,attack
96,54,457,181.08333333333334,5491.555555555555,74.10503056848134,17384,290,9.666666666666666,0.6274948576312492,attack
94,74,634,192.17021276595744,6305.247623358988,79.40558937101964,18064,303,10.1,0.6133960710217907,attack
94,54,782,228.03191489361703,11442.541534631055,106.96981599793025,21435,341,11.366666666666667,0.6345596571851172,attack
84,54,282,164.92857142857142,3745.732993197279,61.20239368846025,13854,238,7.933333333333334,0.5555637693240189,attack
98,54,693,214.44897959183675,12858.124947938357,113.39367243342265,21016,334,11.133333333333333,0.6237236920371296,attack
152,58,745,284.9144736842105,20878.7229484072,144.49471598784228,43307,644,21.466666666666665,0.7690738781990145,attack
116,54,1027,397.32758620689657,44111.2892390012,210.0268774204892,46090,523,17.433333333333334,0.5624562180918572,attack
80,66,506,214.8,8648.035,92.99481168323317,17184,259,8.633333333333333,0.5769746148304242,attack
81,120,506,224.87654320987653,7645.960067062946,87.44118061338688,18215,265,8.833333333333334,0.5504945009306672,attack
150,54,899,212.06,16523.949733333335,128.5455161930331,31809,486,16.2,0.6604158145945943,attack
139,54,1458,199.44604316546761,26841.973707365043,163.83520289414312,27723,455,15.166666666666666,0.5624183725210423,attack
154,54,1231,240.64935064935065,27392.357564513408,165.5063671419121,37060,549,18.3,0.6973196280728327,attack
178,54,1217,184.13483146067415,13935.532382274961,118.04885591260494,32776,525,17.5,0.6313136711514806,attack
82,54,952,237.70731707317074,21831.158239143362,147.75370803855773,19492,294,9.8,0.707931167557523,attack
128,66,629,187.53125,11755.3115234375,108.42191440588707,24004,373,12.433333333333334,0.680824391235656,attack
119,54,1033,311.3109243697479,52651.575594943846,229.45931141477752,37046,352,11.733333333333333,0.6814410441451463,attack
128,54,944,237.5546875,19885.325134277344,141.01533652151934,30407,448,14.933333333333334,0.6657828971660062,attack
101,54,710,220.11881188118812,10152.342319380452,100.75883246336498,22232,351,11.7,0.6130411950513893,attack
111,54,836,213.2882882882883,15671.286259232207,125.1850081249037,23675,364,12.133333333333333,0.6735667227952273,attack
114,58,1083,280.62280701754383,28898.44544475223,169.99542771719547,31991,416,13.866666666666667,0.6483039563215809,attack
131,54,944,236.25190839694656,19910.218984907642,141.1035753796042,30949,450,15.0,0.6283074365403671,attack
108,54,955,251.35185185185185,23120.33916323732,152.05373774832805,27146,387,12.9,0.6391206434277178,attack
108,54,598,222.58333333333334,9370.502314814814,96.80135492241219,24039,380,12.666666666666666,0.6190050393381525,attack
117,54,944,245.47008547008548,23255.06961794142,152.49612984578138,28720,413,13.766666666666667,0.6624726712871971,attack
290,54,1027,287.72758620689655,30968.61199762188,175.97901010524487,83441,1090,36.333333333333336,0.694906409125734,attack
132,54,944,248.49242424242425,22990.91660927456,151.62755887131652,32801,477,15.9,0.6822941695108509,attack
82,54,1017,305.2073170731707,45253.310678167756,212.7282554767179,25027,311,10.366666666666667,0.6919926353052901,attack
6,74,610,283.6666666666667,36481.88888888889,191.00232692008987,1702,22,0.7333333333333333,0.7781512503836436,attack
100,54,1739,274.34,50518.844399999994,224.76397487141926,27434,392,13.066666666666666,0.6892343463190965,attack
76,66,598,214.94736842105263,11795.207756232689,108.6057445821016,16336,252,8.4,0.6599855951665623,attack
270,54,1086,707.0037037037036,111070.32961591223,333.27215547643976,190891,1466,48.86666666666667,0.5316773756651004,attack
58,54,965,266.67241379310343,33241.49613555291,182.3225058393859,15467,213,7.1,0.6893175145857432,attack
4,85,2091,687.25,679358.1875,824.2318772651298,2749,14,0.4666666666666667,0.4515449934959717,attack
4,120,228,187.5,2004.75,44.7744346697979,750,13,0.43333333333333335,0.4515449934959717,attack
32,120,492,233.5625,9600.43359375,97.9818023601832,7474,123,4.1,0.6460386178002594,attack
8,85,294,171.25,4786.6875,69.18589090269778,1370,22,0.7333333333333333,0.6773174902439576,attack
2,140,276,208.0,4624.0,68.0,416,6,0.2,0.30102999566398114,attack
4,140,276,224.5,3196.75,56.539808984466866,898,13,0.43333333333333335,0.4515449934959717,attack
8,74,276,183.25,5611.9375,74.9128660511664,1466,21,0.7,0.42313952080808886,attack
42,85,654,304.64285714285717,15562.943877551023,124.75152855797408,12795,166,5.533333333333333,0.6590263826518068,attack
16,66,565,252.625,15268.609375,123.56621453698418,4042,55,1.8333333333333333,0.6401747452279786,attack
22,66,2717,455.77272727272725,292326.81198347104,540.6725552341926,10027,88,2.933333333333333,0.7127772252504474,attack
68,66,1083,540.7941176470588,32220.987024221453,179.50205298052012,36774,352,11.733333333333333,0.5102946918260691,attack
6,120,294,197.5,2941.25,54.23329235810785,1185,17,0.5666666666666667,0.6778079184956498,attack
2,120,228,174.0,2916.0,54.0,348,6,0.2,0.30102999566398114,attack
2,186,228,207.0,441.0,21.0,414,7,0.23333333333333334,0.30102999566398114,attack
4,120,228,174.0,2916.0,54.0,696,12,0.4,0.30102999566398114,attack
10,54,4949,708.5,2028619.05,1424.2959839864745,7085,37,1.2333333333333334,0.7364516253185087,attack
10,120,2713,787.8,456953.16,675.9831062977831,7878,56,1.8666666666666667,0.5073786214160918,attack
4,85,228,135.5,3012.25,54.8839685154053,542,8,0.26666666666666666,0.4515449934959717,attack
3,120,710,352.6666666666667,65787.55555555556,256.4908488729287,1058,8,0.26666666666666666,0.27643459094367495,attack
10,120,2717,690.4,521826.43999999994,722.3755532962061,6904,48,1.6,0.5933152489026101,attack
4,120,228,187.5,2004.75,44.7744346697979,750,13,0.43333333333333335,0.4515449934959717,attack
4,120,228,174.0,2916.0,54.0,696,12,0.4,0.30102999566398114,attack
2,120,228,174.0,2916.0,54.0,348,6,0.2,0.30102999566398114,attack
206,120,6576,901.8300970873786,220216.3352106702,469.27213342651214,185777,1231,41.03333333333333,0.3662744049193674,attack
22,54,272,169.8181818181818,4190.512396694216,64.73416715069574,3736,62,2.066666666666667,0.405965408489117,attack
30,58,10121,933.4333333333333,6057538.512222224,2461.2067187097928,28003,339,11.3,0.8544120465093209,attack
34,66,506,288.29411764705884,11769.031141868514,108.4851655382823,9802,132,4.4,0.6604592806524359,attack
21,54,710,251.23809523809524,23942.18140589569,154.7326126125184,5276,66,2.2,0.650338042061733,attack
120,54,1553,380.55,70796.38083333333,266.07589299546345,45666,498,16.6,0.7742634145996965,attack
50,120,282,179.4,2945.16,54.2693283540528,8970,155,5.166666666666667,0.39729282061167,attack
68,58,654,217.02941176470588,10668.322664359863,103.28757265208561,14758,228,7.6,0.568252881297847,attack
50,58,506,224.28,9962.641599999999,99.81303321711047,11214,163,5.433333333333334,0.5464070407914545,attack
184,66,965,391.44565217391306,34467.834002835545,185.65514806445725,72026,472,15.733333333333333,0.3938722855144369,attack
181,66,1078,400.2044198895028,31302.09633405574,176.9239846206719,72437,473,15.766666666666667,0.4332673818958379,attack
63,66,565,204.25396825396825,7805.42756361804,88.3483308479455,12868,201,6.7,0.5719234656207413,attack
122,66,6576,453.0,377019.24590163934,614.0189295955291,55266,540,18.0,0.739184379742789,attack
46,58,330,178.17391304347825,4468.8393194707005,66.84937785402869,8196,140,4.666666666666667,0.46551384115644645,attack
80,70,522,224.725,20707.424374999995,143.90074487298526,17978,274,9.133333333333333,0.8321299130961526,attack
53,54,624,243.88679245283018,21919.30793876825,148.05170697688104,12926,219,7.3,0.9252233355845029,attack
48,120,1083,536.1666666666666,85888.93055555556,293.0681329581153,25736,377,12.566666666666666,1.0266230368275668,attack
46,120,228,176.34782608695653,2783.705103969754,52.7608292577908,8112,140,4.666666666666667,0.3651838010479892,attack
60,66,1083,247.0,40396.833333333336,200.98963489029313,14820,203,6.766666666666667,0.5953229381924623,attack
66,120,598,204.78787878787878,7808.68227731864,88.36674870854218,13516,221,7.366666666666666,0.5615618313037414,attack
953,54,1284,535.9947534102834,21658.317915810127,147.1676524097946,510803,5125,170.83333333333334,0.6051076017635305,attack
2352,54,2790,585.3962585034013,46457.8106662733,215.5407401543228,1376852,13298,443.26666666666665,0.5650929962263086,attack
2997,54,1206,567.934934934935,11624.860965069174,107.81864850325834,1702101,16647,554.9,0.5255043650903658,attack
2460,66,1166,586.4524390243903,9848.86806315685,99.24146342712228,1442673,13843,461.43333333333334,0.4969736704715728,attack
1004,120,1077,570.0866533864541,7192.501455334043,84.80861663377162,572367,5549,184.96666666666667,0.4979604026240216,attack
16,54,505,235.0625,12078.93359375,109.90420189305776,3761,57,1.9,0.5828777954101944,attack
38,54,372,187.3684210526316,5150.337950138503,71.76585504359649,7120,120,4.0,0.5799237285646363,attack
48,58,654,256.0,17088.833333333332,130.72426451632202,12288,174,5.8,0.6449555098610568,attack
54,66,8043,1591.6666666666667,4866145.037037036,2205.9340509265085,85950,334,11.133333333333333,0.9389984403301912,attack
16,66,513,245.875,15183.109375,123.21976048913584,3934,52,1.7333333333333334,0.5407039648786861,attack
52,54,955,228.6346153846154,42939.616494082846,207.2187648213425,11889,136,4.533333333333333,0.6371718500573904,attack
28,74,782,311.57142857142856,31863.316326530614,178.5029868840592,8724,117,3.9,0.7900588393223151,attack
3,74,74,74.0,0.0,0.0,222,3,0.1,0.0,attack
4,74,206,152.5,2478.75,49.78704650810289,610,9,0.3,0.4515449934959717,attack
22,66,714,358.27272727272725,41934.74380165289,204.77974460784174,7882,100,3.3333333333333335,0.8613047816221306,attack
32,54,658,282.28125,21421.5146484375,146.36090546466806,9033,124,4.133333333333334,0.8013724790767471,attack
42,74,444,162.23809523809524,10642.895691609978,103.1644109739884,6814,95,3.1666666666666665,0.6437547971721611,attack
35,54,598,242.25714285714287,19909.276734693878,141.10023647993606,8479,120,4.0,0.7368907601149762,attack
64,54,654,286.75,12770.03125,113.00456296097074,18352,257,8.566666666666666,0.6241662190095714,attack
30,54,524,259.3,15378.876666666669,124.011598919886,7779,110,3.6666666666666665,0.6690631760702974,attack
96,54,1855,345.21875,77671.52506510417,278.6961159849634,33141,389,12.966666666666667,0.713775223881502,attack
16,66,513,239.25,14989.1875,122.43033733515561,3828,51,1.7,0.5667961526891181,attack
18,74,654,296.55555555555554,20316.913580246914,142.53741116018247,5338,67,2.2333333333333334,0.6255932716560026,attack
30,66,571,298.03333333333336,11728.43222222222,108.2978865085659,8941,116,3.8666666666666667,0.5818652628135641,attack
26,66,955,399.03846153846155,38329.42159763313,195.77901214796526,10375,110,3.6666666666666665,0.5858036922937951,attack
10,120,129337,26333.6,2652614944.4399996,51503.54302802866,263336,121,4.033333333333333,0.7591760034688149,attack
6,120,228,174.0,2916.0,54.0,1044,18,0.6,0.30102999566398114,attack
6,654,815,726.1666666666666,5280.472222222222,72.66685779791378,4357,36,1.2,0.30102999566398114,attack
4,74,206,139.25,2706.6875,52.02583492842763,557,7,0.23333333333333334,0.4515449934959717,attack
4,74,228,157.0,3925.0,62.64982043070834,628,10,0.3333333333333333,0.6020599913279623,attack
10,120,598,247.0,24345.0,156.02884348735012,2470,35,1.1666666666666667,0.51835200693763,attack
4,74,206,140.0,4356.0,66.0,560,8,0.26666666666666666,0.30102999566398114,attack
20,54,3413,689.6,1118099.04,1057.402023830104,13792,118,3.933333333333333,0.7831624956190512,attack
36,66,784,272.3333333333333,18140.333333333336,134.68605470995627,9804,129,4.3,0.6983389259047763,attack
48,66,2613,345.0833333333333,148574.07638888888,385.45307936101494,16564,183,6.1,0.8122313823843452,attack
28,66,1021,440.39285714285717,56035.59566326531,236.71838894193522,12331,135,4.5,0.7670331683769588,attack
10,58,2614,607.7,509306.01000000007,713.6567872584133,6077,41,1.3666666666666667,0.6762456261857125,attack
36,140,654,346.1666666666667,12600.97222222222,112.25405214165866,12462,160,5.333333333333333,0.5585276048157342,attack
114,54,1157,403.0263157894737,55152.008079409046,234.84464669097537,45945,498,16.6,0.7601420664318946,attack
14,54,457,224.14285714285714,12366.979591836733,111.20692240969863,3138,48,1.6,0.519998213156101,attack
54,54,944,233.0185185185185,40594.90706447189,201.48177849242816,12583,163,5.433333333333334,0.6337745147085307,attack
6,74,206,127.0,3485.0,59.033888572581766,762,11,0.36666666666666664,0.4392472911358186,attack
22,74,654,297.1818181818182,18187.60330578512,134.8614226003312,6538,84,2.8,0.5832258054681693,attack
50,58,720,301.68,16574.2976,128.74120397137818,15084,195,6.5,0.675566446800101,attack
42,66,513,276.85714285714283,11533.027210884353,107.39193270858082,11628,152,5.066666666666666,0.6156368665686384,attack
40,54,975,310.35,62308.52750000001,249.61676125613042,12414,130,4.333333333333333,0.7069876541046504,attack
20,58,654,316.6,23425.339999999997,153.05338937769395,6332,80,2.6666666666666665,0.70421568599501,attack
32,66,661,310.46875,16579.3740234375,128.76091807469183,9935,125,4.166666666666667,0.6042742702085047,attack
14,66,513,261.0,14899.714285714286,122.06438582041154,3654,48,1.6,0.519998213156101,attack
20,66,955,437.25,42383.0875,205.87153154333893,8745,88,2.933333333333333,0.5331092497698138,attack
4,218,682,473.0,39923.0,199.80740727010098,1892,20,0.6666666666666666,0.4515449934959717,attack
4,120,228,174.0,2916.0,54.0,696,12,0.4,0.30102999566398114,attack
4,58,140,96.0,1030.0,32.09361307176243,384,6,0.2,0.30102999566398114,attack
36,140,654,311.0833333333333,9669.631944444445,98.3342867185421,11199,144,4.8,0.47851952067957965,attack
16,66,495,270.1875,12786.02734375,113.07531712867313,4323,56,1.8666666666666667,0.6186276384910572,attack
28,66,1021,395.5357142857143,39419.677295918365,198.54389261802632,11075,119,3.966666666666667,0.6169051350815479,attack
